14645-16-1692234-250005-2899376.txt,9
78602-22.txt,38
78686-6.txt,2
14651-8-1457568-1457568-2615159.txt,8
78686-11.txt,3
78680-25.txt,27
78679-5.txt,8
78673-36.txt,4
89238-1965366-20019277-57000-2616609.txt,15
78680-35.txt,14
78680-37.txt,1
78607-8.txt,3
78604-2.txt,8
78642-6.txt,2
78639-5.txt,2
14651-M2-1861340-6509253-46576608.txt,4
78616-2.txt,31
78653-34.txt,7
78670-4.txt,11
89243-1965400-20019297-57000-2616609.txt,26
89288-1966960-20019459-57000-2616609.txt,36
78617-1.txt,5
78686-7.txt,28
14603-M6-1874130-6689787-47456518.txt,5
14611-5-1436543-1436543-2616609.txt,16
78686-8.txt,6
78653-36.txt,21
78677-7.txt,3
78673-9.txt,4
78653-18.txt,12
78673-15.txt,5
78673-5.txt,16
78602-26.txt,37
78602-12.txt,9
78677-11.txt,4
14645-12-1626053-191196-2899376.txt,2
78673-38.txt,4
78679-1.txt,26
89288-1966962-20019459-17102-2616609.txt,36
78602-6.txt,11
14603-M5-1874130-368343-47456422.txt,3
78653-40.txt,5
78617-15.txt,6
78689-6.txt,2
78680-36.txt,12
78607-10.txt,5
78677-8.txt,4
78689-5.txt,3
78673-11.txt,10
78602-27.txt,18
78607-7.txt,14
14603-5-1932184-1932184-2616609.txt,20
78602-8.txt,1
14651-7-1457568-1457568-2698417.txt,12
78673-39.txt,4
14603-M13-1876116-6719334-47605804.txt,1
78673-32.txt,3
78673-45.txt,11
78602-18.txt,2
14645-4-1601184-1601184-2616609.txt,20
14663-2-1477067-1477067-2615159.txt,15
78653-33.txt,18
78642-3.txt,28
78680-18.txt,24
78607-2.txt,5
78617-14.txt,9
14603-8-1932186-1932186-2698417.txt,14
78621-4.txt,5
14603-M2-1870440-6635356-47185627.txt,1
78673-43.txt,4
89248-1966467-20019410-17301-2615159.txt,21
14645-11-1622496-188726-2899376.txt,10
78615-8.txt,11
14611-9-1436544-1436544-2615159.txt,3
78610-3.txt,11
78607-13.txt,6
78607-23.txt,22
78680-20.txt,3
78604-1.txt,16
14603-M21-1899149-7095402-49513913.txt,2
14645-3-1601182-1601182-2615159.txt,6
78653-27.txt,26
78673-8.txt,13
78653-19.txt,39
78680-23.txt,2
14663-4-1477068-1477068-2616609.txt,17
78615-1.txt,29
78653-6.txt,1
78653-29.txt,4
89148-1963523-20019076-17103-2616609.txt,9
89180-1963764-20019111-57000-2615159.txt,7
78653-11.txt,20
14651-6-1457568-1457568-2616637.txt,8
78689-4.txt,3
78602-17.txt,7
14603-M19-1891209-382945-48785205.txt,6
78676-2.txt,4
89285-1966940-20019451-57000-2616609.txt,16
14645-15-1692234-240940-2899376.txt,1
78680-27.txt,27
14603-M14-1880289-6783302-47920601.txt,1
78610-14.txt,4
78604-10.txt,38
78673-48.txt,26
78617-5.txt,5
78602-4.txt,34
78607-14.txt,7
89288-1966960-20019459-57000-2615159.txt,19
78673-14.txt,26
78673-26.txt,1
14651-4-1457567-1457567-2615159.txt,4
78679-2.txt,9
78680-38.txt,8
78607-20.txt,16
78615-4.txt,1
78642-1.txt,26
78642-4.txt,4
78639-3.txt,17
78602-31.txt,37
78673-47.txt,9
78653-39.txt,24
14603-M11-1875097-6703034-47521576.txt,2
14603-10-1939442-425289-2899376.txt,16
78607-16.txt,10
78610-10.txt,8
14645-2-1601182-1601182-2616609.txt,18
78680-19.txt,3
78689-3.txt,7
14645-7-1610145-178084-2899376.txt,1
78653-24.txt,27
78676-5.txt,2
78673-16.txt,11
78604-13.txt,4
78676-6.txt,2
78677-12.txt,26
14645-8-1612793-179943-2899376.txt,1
78602-33.txt,1
78653-8.txt,1
78677-13.txt,11
14603-1-1456524-1456524-2616609.txt,14
14663-5-1477068-1477068-2616637.txt,8
78680-17.txt,6
14603-7-1932186-1932186-2615159.txt,10
78610-5.txt,3
78677-6.txt,23
78670-2.txt,2
78610-2.txt,15
78673-3.txt,4
78653-31.txt,10
78653-3.txt,11
78686-5.txt,2
78680-13.txt,2
78673-18.txt,28
89285-1966940-20019451-57000-2615159.txt,14
78677-4.txt,2
78686-4.txt,22
89281-1966890-20019438-17102-2616609.txt,29
78642-5.txt,2
78621-8.txt,18
14603-4-1932184-1932184-2615159.txt,8
78621-5.txt,8
78653-13.txt,31
78653-32.txt,14
78673-24.txt,1
78602-20.txt,9
14651-M9-1906080-7205056-50077938.txt,1
78616-5.txt,2
78673-19.txt,9
78607-22.txt,3
78673-28.txt,4
78676-1.txt,17
89281-1966846-20019438-57000-2616609.txt,28
78610-12.txt,6
78653-7.txt,1
78653-5.txt,1
78677-14.txt,4
78616-8.txt,2
78610-1.txt,3
78680-28.txt,23
78639-9.txt,18
14651-1-1457567-1457567-2616609.txt,12
78602-15.txt,1
14651-M3-1861340-358216-46576674.txt,4
14603-M10-1875097-6702960-47521265.txt,4
78680-31.txt,21
14611-4-1436543-1436543-2615159.txt,4
78653-15.txt,38
78673-44.txt,15
78615-7.txt,18
78616-1.txt,2
78604-4.txt,13
78673-10.txt,6
78677-10.txt,12
78602-38.txt,9
78621-7.txt,8
78602-11.txt,16
78602-19.txt,3
14603-M1-1866177-6573473-46890383.txt,4
78680-16.txt,15
78673-23.txt,4
78673-41.txt,1
14603-M8-1875097-6702927-47521141.txt,3
78680-29.txt,15
78686-2.txt,3
78602-3.txt,5
78602-10.txt,47
78680-32.txt,1
78680-10.txt,2
89240-1965382-20019287-57000-2615159.txt,9
78689-1.txt,20
14651-M6-1873892-6687295-47444599.txt,5
78602-21.txt,16
78673-25.txt,5
89285-1966946-20019451-17102-2616609.txt,16
78653-22.txt,5
78676-4.txt,16
78602-24.txt,6
78680-2.txt,7
78610-13.txt,21
14603-M12-1876116-6719140-47604799.txt,2
78680-39.txt,27
78615-3.txt,13
78673-29.txt,4
78602-14.txt,33
78680-33.txt,1
78653-16.txt,13
78653-43.txt,2
78604-12.txt,6
78639-7.txt,20
89156-1963113-20019033-17102-2615159.txt,10
78607-12.txt,13
78673-33.txt,5
78673-31.txt,1
14603-M3-1870440-6635361-47185631.txt,3
78616-7.txt,3
78653-42.txt,4
78670-6.txt,2
78602-28.txt,2
78673-1.txt,10
78673-2.txt,3
14645-6-1601184-1601184-2615159.txt,9
78673-21.txt,5
78653-10.txt,21
14651-5-1457568-1457568-2616609.txt,8
78653-28.txt,1
14611-7-1436544-1436544-2616609.txt,17
78610-7.txt,12
78615-6.txt,30
89243-1965404-20019300-57000-2615159.txt,14
78653-25.txt,20
78677-2.txt,6
78617-6.txt,9
78673-27.txt,4
78673-46.txt,10
78610-9.txt,28
78679-3.txt,6
78607-6.txt,10
78639-8.txt,3
78602-5.txt,9
14651-M7-1889336-6925357-48634089.txt,1
14611-2-1435548-1435548-2615159.txt,4
78670-5.txt,2
78607-4.txt,4
78602-32.txt,3
78686-10.txt,3
78679-4.txt,25
78617-12.txt,16
78680-14.txt,7
14663-7-1477068-1477068-2615159.txt,7
78677-3.txt,16
78689-7.txt,10
89156-1963113-20019033-17102-3085788.txt,14
14645-14-1642980-204316-2899376.txt,1
89230-1964967-20019250-57000-2615159.txt,7
78617-10.txt,10
89156-1963112-20019033-57000-2616609.txt,24
78602-30.txt,5
78616-3.txt,8
14611-1-1435548-1435548-2616609.txt,7
78653-12.txt,10
78607-19.txt,14
78602-39.txt,7
78653-14.txt,12
78673-37.txt,1
78653-9.txt,1
14645-10-1618669-185541-2899376.txt,1
78621-1.txt,11
14603-M16-1883941-6838191-48191325.txt,2
14603-M20-1891209-6955785-48785213.txt,5
89242-1965391-20019291-17103-2616609.txt,13
78680-1.txt,22
78642-2.txt,10
14663-1-1477067-1477067-2616609.txt,19
78653-30.txt,26
78607-18.txt,24
14651-M1-1861340-6509238-46576565.txt,3
78673-42.txt,3
78673-17.txt,9
78673-35.txt,1
14645-5-1601184-1601184-2698417.txt,23
78621-6.txt,1
78607-21.txt,15
14603-M9-1875097-6702956-47521261.txt,4
78673-34.txt,3
14645-13-1628906-193101-2899376.txt,1
78673-40.txt,1
89288-1966962-20019459-17102-2615159.txt,9
78653-17.txt,40
14603-M22-1899149-7095425-49513925.txt,4
78617-11.txt,2